gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name
ENSG00000110367,4739.240088,0.507890114,0.083168004,2.28E-10,7.09E-09,DDX6
ENSG00000111667,6365.50687,0.403236848,0.065273096,2.32E-10,7.20E-09,USP5
ENSG00000123496,52.13702477,-2.306290222,0.392197147,2.36E-10,7.30E-09,IL13RA2
ENSG00000135631,1467.365013,-0.543776967,0.089498935,2.41E-10,7.46E-09,RAB11FIP5
ENSG00000101782,2926.550955,-0.550237335,0.09069374,2.49E-10,7.69E-09,RIOK3
ENSG00000099956,3119.230837,0.458525788,0.074929791,2.50E-10,7.70E-09,SMARCB1
ENSG00000006327,3096.927675,0.434888087,0.070983002,2.61E-10,8.03E-09,TNFRSF12A
ENSG00000159335,7891.90192,0.482509746,0.079157033,2.67E-10,8.19E-09,PTMS
ENSG00000134198,112.8807176,-1.484845698,0.253709917,2.96E-10,9.08E-09,TSPAN2
ENSG00000135316,9081.971701,0.405946858,0.066312123,3.01E-10,9.20E-09,SYNCRIP
ENSG00000184916,1606.608689,-0.506484587,0.083654541,3.11E-10,9.50E-09,JAG2
ENSG00000147168,28.34478231,-4.461062487,0.745000658,3.17E-10,9.67E-09,IL2RG
ENSG00000241852,738.986852,0.729154653,0.122551728,3.33E-10,1.01E-08,C8orf58
ENSG00000076513,1349.765201,-0.606080758,0.101117218,3.34E-10,1.01E-08,ANKRD13A
ENSG00000187778,1826.729496,0.497086369,0.082190639,3.39E-10,1.03E-08,MCRS1
ENSG00000072042,2323.078812,0.534323472,0.088645235,3.41E-10,1.03E-08,RDH11
ENSG00000077312,2636.468919,0.450844284,0.074256639,3.46E-10,1.05E-08,SNRPA
ENSG00000243244,99.21739825,-2.008781268,0.346391243,3.47E-10,1.05E-08,STON1
ENSG00000213563,483.3213949,0.727272563,0.122429993,3.57E-10,1.08E-08,C8orf82
ENSG00000096433,10351.16806,-0.445745466,0.073479165,3.59E-10,1.08E-08,ITPR3
ENSG00000108821,58.87553641,-2.020468529,0.347676677,3.59E-10,1.08E-08,COL1A1
ENSG00000115363,687.1935832,-0.899911606,0.152923337,3.64E-10,1.09E-08,EVA1A
ENSG00000091436,3318.719453,0.4796638,0.079388005,3.75E-10,1.12E-08,MAP3K20
ENSG00000113070,971.7827887,-2.062006288,0.356907837,3.75E-10,1.12E-08,HBEGF
ENSG00000167601,8745.808632,0.518620211,0.086177387,3.75E-10,1.12E-08,AXL
ENSG00000104870,711.5441943,-0.619631964,0.103808287,3.76E-10,1.12E-08,FCGRT
ENSG00000125266,298.8247538,-0.984440832,0.168013571,3.87E-10,1.15E-08,EFNB2
ENSG00000075391,2284.115798,0.54799546,0.091338887,3.88E-10,1.15E-08,RASAL2
ENSG00000112299,62.3091315,-1.861387989,0.320997346,3.90E-10,1.15E-08,VNN1
ENSG00000132646,5803.415067,0.413891888,0.068024052,3.89E-10,1.15E-08,PCNA
ENSG00000101210,13731.20122,-0.439945739,0.07486404,3.95E-10,1.17E-08,EEF1A2
ENSG00000198064,1991.901757,0.501661227,0.08340114,4.05E-10,1.20E-08,NPIPB13
ENSG00000085831,129.2798512,-1.363102509,0.23560133,4.58E-10,1.35E-08,TTC39A
ENSG00000146733,1133.30432,-0.681679438,0.115375321,4.61E-10,1.36E-08,PSPH
ENSG00000029363,5600.156884,0.483447502,0.080524476,4.66E-10,1.37E-08,BCLAF1
ENSG00000182963,4830.835381,0.544979415,0.091293251,4.71E-10,1.38E-08,GJC1
ENSG00000188612,8735.891078,0.375183429,0.06183007,4.76E-10,1.40E-08,SUMO2
ENSG00000139318,1610.313917,0.614603875,0.103583969,4.78E-10,1.40E-08,DUSP6
ENSG00000137968,246.5745987,-1.023713823,0.176059123,4.83E-10,1.41E-08,SLC44A5
ENSG00000229117,28172.88792,0.414997716,0.068701229,4.83E-10,1.41E-08,RPL41
ENSG00000198157,1050.68261,-0.71790973,0.122017506,4.99E-10,1.45E-08,HMGN5
ENSG00000138119,11082.927,0.493183424,0.082575194,5.23E-10,1.52E-08,MYOF
ENSG00000156515,4079.844065,-0.432342441,0.07188637,5.22E-10,1.52E-08,HK1
ENSG00000140406,686.7961982,0.648852911,0.10997742,5.39E-10,1.56E-08,TLNRD1
ENSG00000100299,452.9301521,-0.715878916,0.122102712,5.70E-10,1.65E-08,ARSA
ENSG00000116830,1786.881924,0.511764653,0.085949851,5.75E-10,1.66E-08,TTF2
ENSG00000140545,1103.584993,-0.564235507,0.095314993,5.91E-10,1.70E-08,MFGE8
ENSG00000175745,114.2323283,-1.441995749,0.251866391,6.43E-10,1.85E-08,NR2F1
ENSG00000109606,5438.040576,0.394387212,0.065706296,6.63E-10,1.90E-08,DHX15
ENSG00000231427,257.3172523,0.933006883,0.161412402,6.62E-10,1.90E-08,LINC01445
ENSG00000178605,643.4281119,0.658395457,0.112400601,6.76E-10,1.94E-08,GTPBP6
ENSG00000215012,1521.375077,0.56260653,0.09547525,7.16E-10,2.05E-08,RTL10
ENSG00000031003,1170.960965,0.512667698,0.086650634,7.19E-10,2.05E-08,FAM13B
ENSG00000126970,462.9034038,-0.723984595,0.124442073,7.33E-10,2.09E-08,ZC4H2
ENSG00000204520,1149.500981,0.55082919,0.093575635,7.62E-10,2.17E-08,MICA
ENSG00000133121,1289.842455,0.61557384,0.105124332,7.66E-10,2.18E-08,STARD13
ENSG00000272620,406.584735,-0.945437973,0.164575096,7.92E-10,2.25E-08,AFAP1-AS1
ENSG00000169946,305.3215741,-0.911535018,0.158469507,7.99E-10,2.26E-08,ZFPM2
ENSG00000125445,2120.878224,0.470959938,0.079531688,8.04E-10,2.28E-08,MRPS7
ENSG00000291078,196.9155655,-1.218123135,0.213699497,8.09E-10,2.29E-08,
ENSG00000148400,836.9075711,-0.61853888,0.105913784,8.20E-10,2.31E-08,NOTCH1
ENSG00000268964,50.43097924,-2.345127897,0.414242297,8.31E-10,2.34E-08,ERVV-2
ENSG00000213977,5415.612201,0.432119996,0.072756456,8.36E-10,2.35E-08,TAX1BP3
ENSG00000124145,8621.208561,-0.421525648,0.070927357,8.40E-10,2.36E-08,SDC4
ENSG00000138347,50.41744291,-2.540347793,0.4489724,8.40E-10,2.36E-08,MYPN
ENSG00000051523,4474.086039,-0.550112496,0.09377443,8.56E-10,2.40E-08,CYBA
ENSG00000163975,797.5543275,-0.660674787,0.11361902,8.60E-10,2.40E-08,MELTF
ENSG00000244405,1714.766308,-0.502325829,0.085312758,8.76E-10,2.45E-08,ETV5
ENSG00000135480,39701.61836,0.356591147,0.059609684,8.79E-10,2.45E-08,KRT7
ENSG00000109861,2169.262828,-0.510080029,0.086738658,8.88E-10,2.47E-08,CTSC
ENSG00000176170,795.6967033,-0.776971726,0.134803883,9.05E-10,2.51E-08,SPHK1
ENSG00000011304,17848.20058,0.386956812,0.064915273,9.30E-10,2.58E-08,PTBP1
ENSG00000198218,3801.054261,0.438468966,0.074141503,9.54E-10,2.64E-08,QRICH1
ENSG00000178401,99.91684026,-1.381920239,0.244331803,9.98E-10,2.76E-08,DNAJC22
ENSG00000105810,4239.812268,0.500387102,0.085337468,1.04E-09,2.89E-08,CDK6
ENSG00000143878,9250.015887,1.154273704,0.203464992,1.05E-09,2.89E-08,RHOB
ENSG00000187867,325.8132801,-0.857052161,0.149914927,1.06E-09,2.91E-08,PALM3
ENSG00000130202,1968.822277,-0.542110959,0.09298936,1.09E-09,2.99E-08,NECTIN2
ENSG00000173805,163.7609007,-1.216287644,0.215455235,1.13E-09,3.11E-08,HAP1
ENSG00000163472,247.6635818,-1.099564243,0.194464711,1.15E-09,3.16E-08,TMEM79
ENSG00000154127,4819.917393,0.519769831,0.089191701,1.17E-09,3.20E-08,UBASH3B
ENSG00000173950,278.7460998,0.931464286,0.163796686,1.18E-09,3.21E-08,XXYLT1
ENSG00000186174,5984.164194,0.426046,0.072417148,1.20E-09,3.28E-08,BCL9L
ENSG00000243279,676.898738,-0.605038907,0.104637852,1.20E-09,3.28E-08,PRAF2
ENSG00000003989,123.8971431,-1.47710325,0.263754773,1.28E-09,3.47E-08,SLC7A2
ENSG00000177119,8213.38982,0.512203428,0.08798778,1.30E-09,3.52E-08,ANO6
ENSG00000204248,70.92934261,-1.676967488,0.299901091,1.32E-09,3.58E-08,COL11A2
ENSG00000140105,2799.704133,-0.679824046,0.118654198,1.35E-09,3.65E-08,WARS1
ENSG00000169554,430.5085814,-0.716240282,0.125332633,1.37E-09,3.70E-08,ZEB2
ENSG00000180596,241.0893107,-0.968193326,0.171476776,1.39E-09,3.75E-08,H2BC4
ENSG00000145349,493.398547,-0.899628229,0.159292997,1.47E-09,3.96E-08,CAMK2D
ENSG00000166546,663.3373955,0.896458496,0.158535573,1.48E-09,4.00E-08,BEAN1
ENSG00000160299,3043.395862,0.449311539,0.077059917,1.51E-09,4.07E-08,PCNT
ENSG00000136404,78.93912435,-1.651227443,0.296663421,1.52E-09,4.09E-08,TM6SF1
ENSG00000114480,1054.574537,0.564710145,0.098052662,1.56E-09,4.18E-08,GBE1
ENSG00000166444,276.2447445,-0.85445774,0.151383008,1.62E-09,4.34E-08,DENND2B
ENSG00000119938,287.5452723,-0.867540755,0.153844409,1.63E-09,4.37E-08,PPP1R3C
ENSG00000112406,582.8528803,-0.773952689,0.136842498,1.72E-09,4.59E-08,HECA
ENSG00000156463,250.0171627,-0.930571195,0.165705701,1.73E-09,4.60E-08,SH3RF2
ENSG00000166123,1504.455544,-0.532035304,0.092475862,1.76E-09,4.70E-08,GPT2
ENSG00000113621,1117.634483,0.564359608,0.098369223,1.78E-09,4.74E-08,TXNDC15
ENSG00000239306,2274.102691,0.436509768,0.075188252,1.84E-09,4.88E-08,RBM14
ENSG00000186854,220.1409398,-1.006318406,0.180064364,1.85E-09,4.91E-08,TRABD2A
ENSG00000285417,352.0075305,0.981691895,0.175405968,1.86E-09,4.93E-08,
ENSG00000137752,26.38222847,-3.221334241,0.576501005,1.87E-09,4.95E-08,CASP1
ENSG00000153714,58.07604795,-1.981299976,0.359705668,2.01E-09,5.31E-08,LURAP1L
ENSG00000140682,1303.163998,0.64737757,0.114237863,2.14E-09,5.64E-08,TGFB1I1
ENSG00000108424,18426.06241,0.349533356,0.059885605,2.18E-09,5.72E-08,KPNB1
ENSG00000179954,66.2429535,-1.797152797,0.326920544,2.18E-09,5.74E-08,SSC5D
ENSG00000136068,18061.16827,-1.110615399,0.200816633,2.26E-09,5.93E-08,FLNB
ENSG00000026508,29580.94608,-0.388000638,0.066945814,2.33E-09,6.12E-08,CD44
ENSG00000176087,2970.574081,0.462897009,0.080529217,2.34E-09,6.12E-08,SLC35A4
ENSG00000163536,67.36206827,-1.763371814,0.321596632,2.38E-09,6.22E-08,SERPINI1
ENSG00000188483,290.7944122,0.840754005,0.150619532,2.40E-09,6.26E-08,IER5L
ENSG00000273604,440.6089174,-0.720722967,0.128375644,2.42E-09,6.31E-08,EPOP
ENSG00000257671,520.0129889,0.700349968,0.124523602,2.44E-09,6.34E-08,KRT7-AS
ENSG00000134775,1087.513581,-0.55928508,0.098511212,2.53E-09,6.58E-08,FHOD3
ENSG00000248092,790.8202477,-0.63070022,0.111783028,2.54E-09,6.58E-08,NNT-AS1
ENSG00000137462,290.8761779,-0.873992745,0.157215603,2.56E-09,6.61E-08,TLR2
ENSG00000179862,1971.971953,0.717050265,0.1278487,2.56E-09,6.61E-08,CITED4
ENSG00000259781,1528.24533,0.493815812,0.086409456,2.55E-09,6.61E-08,HMGB1P6
ENSG00000100345,88772.41878,0.367417736,0.063260629,2.61E-09,6.74E-08,MYH9
ENSG00000241973,3444.104767,0.447088016,0.077959706,2.69E-09,6.92E-08,PI4KA
ENSG00000130726,11016.78906,0.412742816,0.071710843,2.72E-09,7.00E-08,TRIM28
ENSG00000180198,3423.762474,0.425032772,0.074008553,2.78E-09,7.15E-08,RCC1
ENSG00000165474,813.0828746,-0.8001445,0.143795565,2.80E-09,7.19E-08,GJB2
ENSG00000135439,100.8196765,-1.432535451,0.262415849,2.97E-09,7.61E-08,AGAP2
ENSG00000171621,608.480142,-0.762932161,0.137255847,3.06E-09,7.83E-08,SPSB1
ENSG00000163395,25.26986287,-3.390821167,0.616269049,3.11E-09,7.94E-08,IGFN1
ENSG00000108639,5788.734588,0.428921953,0.074984123,3.14E-09,8.01E-08,SYNGR2
ENSG00000154319,67.13535091,-1.777561836,0.327314978,3.18E-09,8.10E-08,FAM167A
ENSG00000185818,493.0717293,-0.699385456,0.125461728,3.18E-09,8.10E-08,NAT8L
ENSG00000166741,2844.378579,0.51654639,0.091384771,3.39E-09,8.60E-08,NNMT
ENSG00000068831,191.992189,-1.176632069,0.215972712,3.50E-09,8.88E-08,RASGRP2
ENSG00000127603,25238.20218,0.584248776,0.10431778,3.62E-09,9.17E-08,MACF1
ENSG00000108312,4495.849479,0.407398981,0.071406483,3.73E-09,9.44E-08,UBTF
ENSG00000107438,2403.68606,-0.530213468,0.094342926,3.82E-09,9.65E-08,PDLIM1
ENSG00000120254,2167.189964,0.514512873,0.09137205,3.87E-09,9.76E-08,MTHFD1L
ENSG00000168291,2368.940723,0.433420036,0.076314286,3.91E-09,9.86E-08,PDHB
ENSG00000141524,1477.14528,0.481148563,0.08517576,3.93E-09,9.88E-08,TMC6
ENSG00000133805,25.10776675,-3.513513079,0.643638016,3.99E-09,1.00E-07,AMPD3
ENSG00000188042,14146.83632,0.532296478,0.094889628,4.11E-09,1.03E-07,ARL4C
ENSG00000291250,89.33204509,-1.604676996,0.297669145,4.13E-09,1.03E-07,
ENSG00000185101,434.9295755,-0.785438216,0.142832767,4.14E-09,1.04E-07,ANO9
ENSG00000272398,68.54826987,-1.832671278,0.340777624,4.16E-09,1.04E-07,CD24
ENSG00000136842,465.7004067,-0.908307664,0.166431823,4.31E-09,1.08E-07,TMOD1
ENSG00000124207,11184.6137,0.359226225,0.062885264,4.37E-09,1.09E-07,CSE1L
ENSG00000088280,374.3016905,-0.754566568,0.137234008,4.40E-09,1.10E-07,ASAP3
ENSG00000274180,604.4710536,-0.648613007,0.117134689,4.42E-09,1.10E-07,NATD1
ENSG00000006468,450.577581,-0.852898919,0.156009346,4.46E-09,1.11E-07,ETV1
ENSG00000198053,3724.1376,0.473295283,0.084076129,4.52E-09,1.12E-07,SIRPA
ENSG00000167100,128.3590859,-1.232476648,0.228452659,4.64E-09,1.15E-07,SAMD14
ENSG00000135916,10670.82802,-0.354791126,0.062190453,4.65E-09,1.15E-07,ITM2C
ENSG00000006210,310.0997031,-1.094613854,0.202438685,4.70E-09,1.16E-07,CX3CL1
ENSG00000153179,2079.9727,-0.572358512,0.102948335,4.78E-09,1.18E-07,RASSF3
ENSG00000177628,1405.423416,-0.598113224,0.107839205,4.80E-09,1.18E-07,GBA
ENSG00000107798,1784.321396,0.580717444,0.104557328,4.91E-09,1.21E-07,LIPA
ENSG00000184227,315.0935754,0.847514435,0.15568333,5.20E-09,1.28E-07,ACOT1
ENSG00000175063,3736.435216,-0.42886876,0.076153364,5.21E-09,1.28E-07,UBE2C
ENSG00000110047,11730.95295,0.40497578,0.071685556,5.23E-09,1.28E-07,EHD1
ENSG00000033170,668.9565179,-0.675838817,0.122984687,5.28E-09,1.29E-07,FUT8
ENSG00000197632,20.78101292,-8.337865469,2.800620738,5.42E-09,1.32E-07,SERPINB2
ENSG00000188153,268.4104063,-0.901775424,0.166463271,5.47E-09,1.33E-07,COL4A5
ENSG00000115053,35689.7227,0.37834214,0.066917117,5.66E-09,1.38E-07,NCL
ENSG00000015479,9961.951264,0.411984528,0.073216449,5.77E-09,1.40E-07,MATR3
ENSG00000153162,301.9260394,-0.879176875,0.16243777,5.81E-09,1.41E-07,BMP6
ENSG00000169136,1525.575187,0.60117624,0.109060202,5.84E-09,1.42E-07,ATF5
ENSG00000138834,1738.660549,0.501948931,0.090205303,5.96E-09,1.44E-07,MAPK8IP3
ENSG00000165655,337.1114284,-0.81960927,0.151133829,5.96E-09,1.44E-07,ZNF503
ENSG00000108840,957.903806,-0.598814329,0.108722647,5.97E-09,1.44E-07,HDAC5
ENSG00000198963,86.82635508,-1.691829685,0.318812535,6.24E-09,1.51E-07,RORB
ENSG00000133401,936.148642,-0.565656248,0.102525716,6.25E-09,1.51E-07,PDZD2
ENSG00000124201,3157.861224,-0.396666274,0.070630621,6.41E-09,1.54E-07,ZNFX1
ENSG00000157827,2248.617356,-0.465289503,0.083526014,6.43E-09,1.55E-07,FMNL2
ENSG00000139163,2260.252946,0.495897904,0.089389418,6.68E-09,1.60E-07,ETNK1
ENSG00000160783,992.4667554,0.560928248,0.101805489,6.69E-09,1.60E-07,PMF1
ENSG00000055070,7517.623698,0.360617225,0.0640782,7.11E-09,1.70E-07,SZRD1
ENSG00000168453,23.26552478,-4.146987546,0.763050326,7.16E-09,1.71E-07,HR
ENSG00000250510,94.23594065,-1.647342394,0.311730071,7.15E-09,1.71E-07,GPR162
ENSG00000279348,70.88369229,1.568821904,0.296189269,7.15E-09,1.71E-07,
ENSG00000133313,2917.882445,0.407307394,0.072826396,7.19E-09,1.71E-07,CNDP2
ENSG00000133275,3798.487348,0.40936411,0.073250643,7.31E-09,1.74E-07,CSNK1G2
ENSG00000080031,446.651212,-0.714267436,0.131834241,7.49E-09,1.78E-07,PTPRH
ENSG00000121716,884.6744022,0.570612482,0.104130138,7.70E-09,1.83E-07,PILRB
ENSG00000120800,2079.742638,0.488078502,0.088358717,7.84E-09,1.86E-07,UTP20
ENSG00000136205,2534.096647,-0.437977822,0.078879533,7.95E-09,1.88E-07,TNS3
ENSG00000143537,1653.07654,-0.513949096,0.093406548,7.97E-09,1.88E-07,ADAM15
ENSG00000156453,35.51720349,-2.5957726,0.493251532,8.05E-09,1.90E-07,PCDH1
ENSG00000263001,3943.046274,0.468447258,0.084865987,8.61E-09,2.03E-07,GTF2I
ENSG00000127220,685.4996195,-0.776421891,0.144665111,8.69E-09,2.05E-07,ABHD8
ENSG00000160685,888.6533404,-0.522662911,0.095468376,9.06E-09,2.13E-07,ZBTB7B
ENSG00000118007,1632.232762,0.588864564,0.108277537,9.22E-09,2.16E-07,STAG1
ENSG00000175573,734.2388647,-0.60207452,0.110925135,9.27E-09,2.17E-07,C11orf68
ENSG00000104219,1213.672936,0.589151354,0.108370049,9.29E-09,2.18E-07,ZDHHC2
ENSG00000132953,2119.150029,0.428058305,0.077343848,9.30E-09,2.18E-07,XPO4
ENSG00000140259,1310.601816,-0.537129535,0.098387177,9.43E-09,2.20E-07,MFAP1
ENSG00000143384,9642.05179,0.391520263,0.070449259,9.45E-09,2.20E-07,MCL1
ENSG00000062282,380.9831525,-0.88049641,0.165583247,9.68E-09,2.26E-07,DGAT2
ENSG00000135932,2320.459348,-0.410792339,0.074268746,9.93E-09,2.31E-07,CAB39
ENSG00000175471,286.1505814,-0.982812826,0.185853331,9.99E-09,2.32E-07,MCTP1
ENSG00000164062,5265.989969,0.424133727,0.07678752,1.01E-08,2.34E-07,APEH
ENSG00000100968,37.36281319,-2.304031693,0.441151979,1.02E-08,2.36E-07,NFATC4
ENSG00000187742,711.5088814,0.602071043,0.11124896,1.03E-08,2.39E-07,SECISBP2
ENSG00000170989,29.94758706,-2.811654857,0.537583378,1.04E-08,2.39E-07,S1PR1
ENSG00000188112,432.3955636,-1.04632887,0.198573703,1.04E-08,2.39E-07,C6orf132
ENSG00000161960,25828.73259,0.352041445,0.063234285,1.04E-08,2.40E-07,EIF4A1
ENSG00000291065,580.4981471,0.685194483,0.127677865,1.08E-08,2.49E-07,
ENSG00000115875,4409.293897,0.365069466,0.06576287,1.09E-08,2.51E-07,SRSF7
ENSG00000152601,3476.953268,0.40780085,0.073917917,1.10E-08,2.54E-07,MBNL1
ENSG00000138434,7599.005857,0.529451367,0.097361979,1.11E-08,2.55E-07,ITPRID2
ENSG00000135525,521.2735729,-0.743570846,0.139361355,1.11E-08,2.55E-07,MAP7
ENSG00000111962,252.0241091,-0.888508025,0.168025075,1.14E-08,2.61E-07,UST
ENSG00000270629,3605.863579,-0.403712083,0.073322116,1.18E-08,2.69E-07,NBPF14
ENSG00000183578,32.49630654,-2.587317192,0.497319073,1.18E-08,2.70E-07,TNFAIP8L3
ENSG00000161847,1858.320703,0.500237346,0.091950807,1.20E-08,2.74E-07,RAVER1
ENSG00000145022,518.4516764,-0.917800929,0.174276667,1.20E-08,2.75E-07,TCTA
ENSG00000112414,8450.916205,0.602117136,0.111872752,1.24E-08,2.83E-07,ADGRG6
ENSG00000139200,255.1938835,-1.00064411,0.190718069,1.25E-08,2.83E-07,PIANP
ENSG00000134278,2184.259443,-0.486775998,0.089513964,1.26E-08,2.85E-07,SPIRE1
ENSG00000198363,3124.519462,-0.436933357,0.0806363,1.30E-08,2.95E-07,ASPH
ENSG00000175066,1259.953386,0.613656506,0.114447019,1.32E-08,2.99E-07,GK5
ENSG00000204498,480.7266667,-0.632417291,0.118207482,1.32E-08,2.99E-07,NFKBIL1
ENSG00000164104,6806.17854,0.405074949,0.073823037,1.35E-08,3.05E-07,HMGB2
ENSG00000068697,5015.261641,-0.406446499,0.074186698,1.36E-08,3.06E-07,LAPTM4A
ENSG00000116678,478.9398618,0.806582581,0.152977611,1.41E-08,3.18E-07,LEPR
ENSG00000187676,465.3731192,0.671113109,0.126118226,1.42E-08,3.20E-07,B3GLCT
ENSG00000130749,1445.434597,0.462701945,0.085245811,1.47E-08,3.31E-07,ZC3H4
ENSG00000186834,2051.499744,0.456899287,0.084144792,1.49E-08,3.34E-07,HEXIM1
ENSG00000171824,5238.574202,0.366464474,0.066704067,1.49E-08,3.35E-07,EXOSC10
ENSG00000123080,597.1068415,0.64303438,0.12087991,1.54E-08,3.46E-07,CDKN2C
ENSG00000105221,2615.431509,0.400219601,0.073321989,1.59E-08,3.55E-07,AKT2
ENSG00000151929,679.1704131,-0.655848335,0.123696023,1.61E-08,3.59E-07,BAG3
ENSG00000132879,1086.092901,-0.600648212,0.112836757,1.64E-08,3.67E-07,FBXO44
ENSG00000174945,138.7371772,-1.10240765,0.212885649,1.64E-08,3.67E-07,AMZ1
ENSG00000134339,39.59919731,-2.206463049,0.430882888,1.70E-08,3.78E-07,SAA2
ENSG00000102780,1359.437396,0.488934104,0.090857324,1.73E-08,3.86E-07,DGKH
ENSG00000172531,7308.845066,0.373634246,0.068409177,1.74E-08,3.87E-07,PPP1CA
ENSG00000020181,263.52188,-0.797942223,0.152522087,1.77E-08,3.94E-07,ADGRA2
ENSG00000196923,3996.038769,-0.470589142,0.087381227,1.78E-08,3.95E-07,PDLIM7
ENSG00000173175,214.5172403,-0.925721171,0.17839369,1.85E-08,4.10E-07,ADCY5
ENSG00000154217,196.243886,-1.017986142,0.197133089,1.89E-08,4.17E-07,PITPNC1
ENSG00000179335,908.9841961,-0.560336279,0.105362416,1.91E-08,4.22E-07,CLK3
ENSG00000147853,1161.60532,-0.484862715,0.090477971,1.96E-08,4.33E-07,AK3
ENSG00000196954,1102.961549,-0.635107604,0.120559583,2.03E-08,4.47E-07,CASP4
ENSG00000006652,1283.253848,-0.638683917,0.121292646,2.04E-08,4.48E-07,IFRD1
ENSG00000100003,877.8659378,-0.558341479,0.105193353,2.04E-08,4.48E-07,SEC14L2
ENSG00000163874,1632.677733,0.58951194,0.111365456,2.04E-08,4.48E-07,ZC3H12A
ENSG00000151150,109.0648344,-1.514965626,0.29748689,2.05E-08,4.50E-07,ANK3
ENSG00000157833,243.1642571,-0.847417984,0.163307318,2.06E-08,4.52E-07,GAREM2
ENSG00000146556,17.12103282,-7.998000943,2.764278323,2.07E-08,4.53E-07,WASH2P
ENSG00000060339,3098.140916,0.404282148,0.074810438,2.11E-08,4.61E-07,CCAR1
ENSG00000176438,33.30175444,-2.425822723,0.477811451,2.18E-08,4.77E-07,SYNE3
ENSG00000143842,696.5984267,-0.717424064,0.13750646,2.20E-08,4.79E-07,SOX13
ENSG00000169439,1850.442689,0.556793765,0.105154657,2.22E-08,4.83E-07,SDC2
ENSG00000136436,1763.040093,-0.418658178,0.077878701,2.32E-08,5.03E-07,CALCOCO2
ENSG00000140044,376.7693086,-0.837818322,0.162187449,2.33E-08,5.07E-07,JDP2
ENSG00000187678,1101.883834,0.518744884,0.097799348,2.38E-08,5.16E-07,SPRY4
ENSG00000182247,878.9724185,-0.559275976,0.105947415,2.39E-08,5.17E-07,UBE2E2
ENSG00000119906,1223.099121,0.524040092,0.098883747,2.42E-08,5.23E-07,SLF2
ENSG00000178764,377.3298629,-0.860494422,0.167107392,2.48E-08,5.35E-07,ZHX2
ENSG00000137507,35.35007733,-2.830571225,0.561352321,2.49E-08,5.37E-07,LRRC32
ENSG00000005302,774.5137906,0.562213525,0.106675353,2.51E-08,5.42E-07,MSL3
ENSG00000135299,690.3756188,-0.569334137,0.108181058,2.52E-08,5.42E-07,ANKRD6
ENSG00000119138,74.53653535,-1.669754663,0.330907965,2.52E-08,5.43E-07,KLF9
ENSG00000163939,2295.907938,0.457804722,0.08590176,2.59E-08,5.56E-07,PBRM1
ENSG00000139266,221.7626032,-0.967852139,0.189245891,2.60E-08,5.58E-07,MARCHF9
ENSG00000185787,6411.33338,0.374401153,0.069498988,2.64E-08,5.65E-07,MORF4L1
ENSG00000197043,5318.658395,-0.406439686,0.075890272,2.69E-08,5.77E-07,ANXA6
ENSG00000178209,43219.41893,0.386417767,0.07176542,2.73E-08,5.84E-07,PLEC
ENSG00000166147,426.5420131,-0.748556951,0.144987657,2.77E-08,5.92E-07,FBN1
ENSG00000173334,1116.497009,0.613191714,0.11740639,2.79E-08,5.95E-07,TRIB1
ENSG00000158555,483.5861474,-0.645853711,0.124253791,2.89E-08,6.16E-07,GDPD5
ENSG00000166130,2076.587644,0.439146178,0.082582768,2.95E-08,6.28E-07,IKBIP
ENSG00000132967,1531.020357,0.493274832,0.093415529,2.97E-08,6.31E-07,HMGB1P5
ENSG00000160326,1147.204459,0.492015091,0.093196073,2.97E-08,6.32E-07,SLC2A6
ENSG00000078081,443.0537086,-0.676020034,0.130561818,3.00E-08,6.36E-07,LAMP3
ENSG00000147274,7099.553987,0.416225918,0.078087796,3.03E-08,6.43E-07,RBMX
ENSG00000257621,954.0911311,0.524026893,0.099711439,3.06E-08,6.49E-07,PSMA3-AS1
ENSG00000110013,660.1081897,-0.588659891,0.112879336,3.07E-08,6.50E-07,SIAE
ENSG00000072135,1338.825673,0.504806726,0.09582543,3.08E-08,6.51E-07,PTPN18
ENSG00000291237,15166.86667,-0.497950168,0.094550477,3.09E-08,6.51E-07,SOD2
ENSG00000101493,315.6516333,-1.000854245,0.197290954,3.10E-08,6.53E-07,ZNF516
ENSG00000145012,3407.788447,0.51023126,0.097004783,3.14E-08,6.60E-07,LPP
ENSG00000198682,1246.814711,-0.466273426,0.088250889,3.18E-08,6.68E-07,PAPSS2
ENSG00000225968,831.6995813,-0.553334213,0.105822652,3.18E-08,6.69E-07,ELFN1
ENSG00000175221,1787.149465,0.463552221,0.087686678,3.20E-08,6.72E-07,MED16
ENSG00000101307,242.6812942,-0.964033508,0.190034827,3.26E-08,6.83E-07,SIRPB1
ENSG00000180448,1311.743734,-0.511801769,0.097506407,3.26E-08,6.83E-07,ARHGAP45
ENSG00000198563,12277.1936,0.335789819,0.062440948,3.27E-08,6.83E-07,DDX39B
ENSG00000166396,21.9372907,-3.454738329,0.679916464,3.28E-08,6.85E-07,SERPINB7
ENSG00000163430,584.8082496,-0.609023629,0.117308197,3.30E-08,6.89E-07,FSTL1
ENSG00000115762,5236.089022,-0.388182939,0.072827757,3.34E-08,6.95E-07,PLEKHB2
ENSG00000163297,316.048746,-0.78045141,0.152656644,3.43E-08,7.13E-07,ANTXR2
ENSG00000177084,7145.664844,0.3528977,0.065982186,3.54E-08,7.37E-07,POLE
