gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name
ENSG00000278879,5.16179071,0.030451298,0.264075345,0.655450067,0.811648811,
ENSG00000104687,1386.197325,0.035397783,0.083614258,0.655666032,0.811691287,GSR
ENSG00000178105,962.9124089,-0.040571168,0.098626072,0.655698643,0.811691287,DDX10
ENSG00000225953,75.87760978,-0.060890125,0.199099996,0.655637756,0.811691287,SATB2-AS1
ENSG00000260653,11.33015011,-0.039706102,0.257455308,0.655647825,0.811691287,MIR3147HG
ENSG00000037637,972.2740193,-0.037244687,0.088882821,0.656221717,0.812249508,FBXO42
ENSG00000237268,6.041198421,-0.033148141,0.262233363,0.656237901,0.812249508,
ENSG00000247092,82.69051847,0.061256504,0.19900519,0.656303577,0.81227614,SNHG10
ENSG00000197077,1458.012875,-0.03703918,0.088327031,0.656356726,0.812278698,KIAA1671
ENSG00000214248,5.698550838,-0.007730461,0.270510637,0.656393964,0.812278698,
ENSG00000141552,743.585838,0.042233823,0.103342406,0.656692634,0.81259363,ANAPC11
ENSG00000104728,2815.349437,0.033279549,0.07814116,0.656860391,0.812741636,ARHGEF10
ENSG00000205643,193.9926616,-0.055771262,0.152080439,0.656900615,0.812741636,CDPF1
ENSG00000197555,1111.528926,0.043486301,0.106152316,0.657009326,0.8127668,SIPA1L1
ENSG00000272933,51.06046965,0.058852446,0.22159399,0.657007438,0.8127668,TRIM8-DT
ENSG00000127580,410.6988345,0.048798691,0.123005925,0.657140483,0.812874381,WDR24
ENSG00000197647,41.93948312,-0.058418825,0.220819752,0.657291435,0.813006432,ZNF433
ENSG00000103035,3137.054283,0.029791282,0.069272209,0.657559932,0.813229166,PSMD7
ENSG00000165886,471.5193323,-0.046755378,0.117420376,0.657546837,0.813229166,UBTD1
ENSG00000185024,907.289431,-0.042264617,0.104252079,0.657771583,0.813381546,BRF1
ENSG00000258708,12.07919968,-0.041040154,0.25584617,0.657766161,0.813381546,SLC25A21-AS1
ENSG00000277687,10.48823991,-0.041216394,0.25571691,0.657879649,0.813460491,
ENSG00000248406,7.832805175,0.009249818,0.270392768,0.658083754,0.813658169,
ENSG00000128408,51.42957365,-0.058878465,0.217112024,0.658155738,0.813692476,RIBC2
ENSG00000126903,433.9341202,0.053156848,0.138957969,0.658368256,0.813857106,SLC10A3
ENSG00000141642,86.84570144,0.060473514,0.18792633,0.658421637,0.813857106,ELAC1
ENSG00000219747,8.527880883,0.034166411,0.261757439,0.658391512,0.813857106,RPL32P16
ENSG00000093217,306.566939,0.049065344,0.12654138,0.658611994,0.813900495,XYLB
ENSG00000135677,6447.928254,-0.033460706,0.079580183,0.658587679,0.813900495,GNS
ENSG00000138381,1490.318251,-0.037921763,0.091480935,0.658669803,0.813900495,ASNSD1
ENSG00000166268,3.801131142,-0.026918406,0.265406165,0.658677981,0.813900495,MYRFL
ENSG00000288754,7.658989753,-0.034115716,0.261369454,0.658658262,0.813900495,
ENSG00000291270,53.87296453,0.058030894,0.224052252,0.658748384,0.813932813,
ENSG00000104907,655.5107617,0.046684105,0.116888909,0.658893364,0.814057263,TRMT1
ENSG00000100353,5910.024749,-0.032356144,0.076724711,0.659009343,0.814091193,EIF3D
ENSG00000167900,5229.723416,-0.037253864,0.089967247,0.658999725,0.814091193,TK1
ENSG00000124467,21.52674887,-0.050882454,0.241876197,0.659053815,0.814091456,PSG8
ENSG00000115839,3340.640041,-0.028402729,0.06660626,0.659339016,0.814389059,RAB3GAP1
ENSG00000230267,10.71514191,0.039568996,0.257475656,0.65962378,0.814686081,HERC2P4
ENSG00000235706,9.381474555,0.038019186,0.258742058,0.659691718,0.814715285,DICER1-AS1
ENSG00000091409,5723.132509,-0.029426181,0.069177986,0.659969731,0.814849151,ITGA6
ENSG00000137857,4.180640864,0.027281425,0.265344146,0.659934678,0.814849151,DUOX1
ENSG00000196950,1580.717652,0.060699593,0.191909998,0.659881782,0.814849151,SLC39A10
ENSG00000215018,4.847218897,0.030014543,0.263991323,0.659977311,0.814849151,COL28A1
ENSG00000133142,1212.718094,-0.037864924,0.091824624,0.660161378,0.815021705,TCEAL4
ENSG00000178654,4.124427708,0.026635368,0.265638468,0.660282065,0.815115993,PPIAP33
ENSG00000163463,1302.082991,0.034940158,0.08326769,0.660486792,0.815259297,KRTCAP2
ENSG00000173480,385.3400322,0.050162599,0.129597396,0.660458418,0.815259297,ZNF417
ENSG00000233461,289.3682646,-0.054011464,0.146817392,0.66060208,0.815346888,
ENSG00000105607,177.937786,0.05538922,0.151672414,0.660678244,0.815386179,GCDH
ENSG00000121905,4.554350493,-0.02862372,0.26445559,0.660951926,0.81566922,HPCA
ENSG00000112787,1283.357793,-0.039248833,0.095489491,0.661017983,0.815696014,FBRSL1
ENSG00000182010,304.1456209,-0.053107866,0.143100812,0.661143594,0.815796288,RTKN2
ENSG00000143149,2276.22684,-0.033777012,0.081009663,0.661384444,0.816038736,ALDH9A1
ENSG00000261786,540.9602053,-0.041892018,0.104094005,0.661459352,0.816076419,
ENSG00000141456,3060.478745,0.030836121,0.072810398,0.66164073,0.81613597,PELP1
ENSG00000235677,4.435886492,0.027255344,0.265301293,0.661609743,0.81613597,NPM1P26
ENSG00000275120,4.591106166,-0.025284615,0.266002254,0.661574868,0.81613597,
ENSG00000185917,291.422476,-0.049382256,0.128696851,0.661779073,0.816251879,SETD4
ENSG00000107537,373.138008,-0.047471198,0.12175658,0.662253623,0.81628517,PHYH
ENSG00000141696,430.407989,-0.045394492,0.116946116,0.662249143,0.81628517,P3H4
ENSG00000151292,1289.001144,0.038818058,0.098729052,0.662167382,0.81628517,CSNK1G3
ENSG00000166664,91.65873822,-0.059535269,0.199678728,0.66229422,0.81628517,CHRFAM7A
ENSG00000169403,15.57361467,-0.04645215,0.248670225,0.662209705,0.81628517,PTAFR
ENSG00000172425,4.949008425,-0.028259719,0.264542158,0.662269258,0.81628517,TTC36
ENSG00000177479,4412.132786,0.030040165,0.070712371,0.662073538,0.81628517,ARIH2
ENSG00000186318,179.7291547,-0.057105893,0.164290925,0.661869602,0.81628517,BACE1
ENSG00000227811,7.570876976,-0.033309533,0.261597051,0.661983909,0.81628517,INKA2-AS1
ENSG00000257139,12.67918792,-0.042493973,0.253627398,0.662250536,0.81628517,LINC02821
ENSG00000289378,7.602301445,-0.035263532,0.260214982,0.662125591,0.81628517,
ENSG00000125618,8448.957802,-0.037729121,0.092277308,0.662747817,0.816789503,PAX8
ENSG00000214922,35.53199905,-0.050802194,0.240853189,0.662887422,0.816906823,HLA-F-AS1
ENSG00000232385,4.213831957,0.02791528,0.264840225,0.663237894,0.81728397,RPS3AP25
ENSG00000122257,1873.333918,0.033321124,0.07996305,0.66341674,0.817449593,RBBP6
ENSG00000104723,2266.4347,0.029888739,0.071162182,0.663778519,0.817466895,TUSC3
ENSG00000119718,1327.627567,0.03907928,0.095501676,0.663481233,0.817466895,EIF2B2
ENSG00000122696,471.1913685,0.046389752,0.118449044,0.663937479,0.817466895,SLC25A51
ENSG00000143257,4.551876442,-0.02827158,0.264463477,0.663841003,0.817466895,NR1I3
ENSG00000184154,173.448904,-0.054367071,0.151051979,0.663964087,0.817466895,LRRC51
ENSG00000196302,4.262377106,-0.025358114,0.265839285,0.663861931,0.817466895,GUSBP15
ENSG00000267007,4.343525842,-0.022589843,0.266965359,0.663625657,0.817466895,
ENSG00000267296,4.807432851,0.02858109,0.264511577,0.663956015,0.817466895,CEBPA-DT
ENSG00000268189,8.977722257,0.036798446,0.259264212,0.663910557,0.817466895,
ENSG00000275329,4.850700821,0.030000282,0.263754371,0.663579272,0.817466895,
ENSG00000279425,20.03061455,0.048970034,0.245193994,0.663891603,0.817466895,
ENSG00000288899,15.28874725,0.044438169,0.251772831,0.663961434,0.817466895,
ENSG00000234883,78.89992137,0.059587541,0.192715056,0.664116585,0.817599924,MIR155HG
ENSG00000287733,20.77794401,-0.048742898,0.244342159,0.664317817,0.817792927,
ENSG00000213024,4148.337813,0.028174213,0.066944958,0.664391866,0.81782935,NUP62
ENSG00000102796,58.35274553,-0.057848115,0.212967014,0.664704223,0.818131508,DHRS12
ENSG00000267504,3.761133277,-0.026762735,0.265175493,0.664726291,0.818131508,
ENSG00000234965,8.750595449,0.036082727,0.259684862,0.664788114,0.818152855,SHISA8
ENSG00000138835,608.3167113,-0.046011251,0.119020452,0.665020506,0.818384103,RGS3
ENSG00000139116,1238.47819,-0.034796425,0.084895933,0.665110514,0.818440112,KIF21A
ENSG00000260027,390.6780924,-0.04749937,0.123713997,0.665199823,0.818495254,HOXB7
ENSG00000143398,4583.678164,-0.030131453,0.073218628,0.665483102,0.818679519,PIP5K1A
ENSG00000258920,14.36390506,0.043633331,0.252354914,0.665451342,0.818679519,FOXN3-AS1
ENSG00000279573,9.060257219,-0.037045637,0.258469718,0.665468185,0.818679519,
ENSG00000169860,87.5787447,-0.0584677,0.19163315,0.665567958,0.818729153,P2RY1
ENSG00000075336,742.4373599,-0.040387066,0.099246813,0.665625541,0.818745232,TIMM21
ENSG00000131871,1151.020834,-0.037123192,0.09144706,0.665836514,0.818949973,SELENOS
ENSG00000188064,3083.656943,0.035784203,0.087493031,0.666157523,0.819290016,WNT7B
ENSG00000114790,363.6791471,-0.049400431,0.131468537,0.66629925,0.81938212,ARHGEF26
ENSG00000116095,634.6115895,0.039945483,0.09937501,0.666321504,0.81938212,PLEKHA3
ENSG00000177508,211.6532014,-0.052875594,0.146079313,0.666571813,0.819635131,IRX3
ENSG00000233621,33.33126969,-0.054457076,0.229760849,0.666640854,0.819653181,ZC3H12A-DT
ENSG00000269307,15.96552055,0.03508156,0.260412409,0.666675614,0.819653181,
ENSG00000267475,8.72537784,0.035407259,0.26000708,0.666754271,0.819695098,NUDT19-DT
ENSG00000068745,2027.282808,-0.032225263,0.078346007,0.666911786,0.819779162,IP6K2
ENSG00000184428,1470.474426,-0.035374669,0.087047234,0.666890821,0.819779162,TOP1MT
ENSG00000169871,1274.943299,0.035996943,0.08832516,0.667050809,0.819895261,TRIM56
ENSG00000184281,577.6945754,-0.044633506,0.115027758,0.667200591,0.819982328,TSSC4
ENSG00000204420,7.063050382,0.032002099,0.26232058,0.667210803,0.819982328,MPIG6B
ENSG00000205758,378.5771118,-0.046043678,0.11978779,0.667263302,0.819992061,CRYZL1
ENSG00000006007,1625.141824,-0.031778375,0.077352538,0.667409218,0.820103049,GDE1
ENSG00000165661,1663.875209,-0.03282173,0.07880582,0.667442788,0.820103049,QSOX2
ENSG00000145723,101.8108606,-0.057896463,0.1793444,0.667490971,0.820107469,GIN1
ENSG00000112149,879.6158672,0.038506348,0.09545286,0.667900576,0.820227213,CD83
ENSG00000162526,31.14236131,0.053289684,0.234416658,0.667855206,0.820227213,TSSK3
ENSG00000185442,5.323454234,-0.029641781,0.263414339,0.66772973,0.820227213,FAM174B
ENSG00000251034,56.74048462,0.058585169,0.20796424,0.667815101,0.820227213,
ENSG00000260316,7.60909367,0.031901814,0.262377381,0.667880265,0.820227213,
ENSG00000268970,8.730069275,0.035299048,0.259976857,0.667799032,0.820227213,
ENSG00000284024,577.9480523,-0.042156987,0.107313128,0.667859167,0.820227213,
ENSG00000074695,6202.008337,0.031251926,0.075978277,0.668214336,0.820557748,LMAN1
ENSG00000178149,697.1642246,0.040450547,0.101591858,0.668277679,0.82058075,DALRD3
ENSG00000231256,4.781710867,-0.022405558,0.266874068,0.668558406,0.820870658,CFAP97D1
ENSG00000138080,7.549815816,-0.034182839,0.260357986,0.668755156,0.820947834,EMILIN1
ENSG00000248161,5.200534218,0.02956475,0.263693681,0.668687954,0.820947834,
ENSG00000250474,7.41642828,0.034979433,0.260170558,0.668726265,0.820947834,WBP1LP2
ENSG00000100395,1031.781772,0.03669127,0.090867309,0.668875295,0.821040519,L3MBTL2
ENSG00000084112,2020.119251,0.035634507,0.088762097,0.668990556,0.821104519,SSH1
ENSG00000103591,1552.40214,0.034225782,0.084084142,0.669159715,0.821104519,AAGAB
ENSG00000124228,4972.23592,-0.031526827,0.077198181,0.669201281,0.821104519,DDX27
ENSG00000172421,14.52255038,-0.043181714,0.251492236,0.669239913,0.821104519,EFCAB3
ENSG00000198932,14.68947222,0.044080003,0.251048581,0.669158549,0.821104519,GPRASP1
ENSG00000271913,5.796795465,-0.028649287,0.26391816,0.669060616,0.821104519,TAGAP-AS1
ENSG00000272669,5.200107938,0.03037159,0.263148208,0.669144115,0.821104519,
ENSG00000272991,8.464226872,0.036693273,0.258714928,0.669399342,0.821245347,
ENSG00000069943,255.7120339,-0.05193288,0.144385718,0.669934533,0.821450853,PIGB
ENSG00000105497,340.1592365,-0.04792553,0.127835621,0.669726484,0.821450853,ZNF175
ENSG00000146263,1706.297324,0.032168594,0.078812236,0.669939388,0.821450853,MMS22L
ENSG00000174672,437.7730697,0.045802494,0.119305,0.669782979,0.821450853,BRSK2
ENSG00000257122,7.754126123,-0.025700479,0.265376912,0.669968778,0.821450853,RRN3P3
ENSG00000260910,15.79478895,0.046219837,0.247890155,0.669840925,0.821450853,SWINGN
ENSG00000271121,21.49651031,-0.046426478,0.246653726,0.669737254,0.821450853,NUDT4P2
ENSG00000279595,39.9205786,0.028469897,0.264412982,0.66977955,0.821450853,
ENSG00000289890,7.428366472,0.03312392,0.261393416,0.669940263,0.821450853,
ENSG00000286158,3.540077375,0.022851727,0.266761812,0.670174997,0.82164893,
ENSG00000185304,5.031909923,0.024840879,0.265945514,0.670393976,0.821753085,RGPD2
ENSG00000262766,5.750475526,0.028062053,0.264431942,0.670319598,0.821753085,
ENSG00000290778,5.764712183,0.028117602,0.264333911,0.670383601,0.821753085,
ENSG00000167522,8094.836442,0.029729945,0.072374379,0.670501977,0.821830703,ANKRD11
ENSG00000106144,2506.660654,0.031489053,0.077439319,0.670610085,0.821908443,CASP2
ENSG00000289412,4.137593954,-0.027044818,0.264666238,0.670859607,0.822159479,
ENSG00000176472,23.58694767,-0.049393841,0.240946588,0.670943981,0.822185692,ZNF575
ENSG00000280594,27.20107178,-0.051264224,0.236795072,0.670970394,0.822185692,BTG3-AS1
ENSG00000077232,6456.648092,0.030488553,0.074144083,0.671099564,0.822289194,DNAJC10
ENSG00000186951,398.9494058,-0.048420761,0.130738493,0.671494099,0.822717809,PPARA
ENSG00000228434,107.034282,0.057983348,0.185254619,0.671547134,0.822727986,
ENSG00000164105,123.1766119,-0.057113644,0.180069183,0.671727804,0.822825303,SAP30
ENSG00000165511,38.56118593,-0.055022496,0.223488097,0.671760768,0.822825303,ZNF22-AS1
ENSG00000272523,9.386506193,0.037665612,0.257609439,0.671736452,0.822825303,LINC01023
ENSG00000116396,569.3553968,-0.044277843,0.115989879,0.671916451,0.822878209,KCNC4
ENSG00000183458,456.792662,-0.049310617,0.134669636,0.671933445,0.822878209,PKD1P3
ENSG00000286532,35.31059054,-0.054302322,0.226639898,0.671982907,0.822878209,PARTICL
ENSG00000288842,5.396829305,0.026265878,0.265198237,0.671955437,0.822878209,
ENSG00000105750,212.6770712,-0.051731955,0.145135515,0.672101232,0.822888751,ZNF85
ENSG00000115042,592.0736238,-0.041838695,0.108141222,0.672125725,0.822888751,FAHD2A
ENSG00000226754,11.78123147,0.041602201,0.253500951,0.672095145,0.822888751,MAGOH-DT
ENSG00000120662,188.0625214,-0.054230056,0.158388934,0.672531888,0.823199271,MTRF1
ENSG00000149262,1017.414054,-0.036856942,0.093296528,0.672480156,0.823199271,INTS4
ENSG00000178297,3.777347688,-0.025452271,0.265371748,0.672558369,0.823199271,TMPRSS9
ENSG00000197808,152.1057869,0.056149757,0.1675716,0.672437125,0.823199271,ZNF461
ENSG00000024862,373.0621885,-0.047891352,0.129803852,0.672934359,0.823440301,CCDC28A
ENSG00000105393,2251.132532,-0.031981143,0.079371455,0.672880954,0.823440301,BABAM1
ENSG00000198399,1604.0479,0.035651839,0.089138777,0.67290881,0.823440301,ITSN2
ENSG00000214279,45.55740355,0.056076955,0.220636901,0.672894865,0.823440301,SCART1
ENSG00000069702,304.9534337,-0.052119372,0.147503507,0.672991805,0.823455815,TGFBR3
ENSG00000285702,9.945582503,0.033083181,0.261148499,0.673086332,0.823516695,
ENSG00000075568,1809.809189,-0.032926814,0.082167407,0.673273567,0.823690987,TMEM131
ENSG00000258727,112.842754,0.057702368,0.186108606,0.673380946,0.823767566,AP1G2-AS1
ENSG00000204620,18.41294965,0.045396345,0.248196548,0.673440935,0.823786164,
ENSG00000270011,11.34329799,-0.037666893,0.256769124,0.673516347,0.823823626,ZNF559-ZNF177
ENSG00000086475,1849.927653,0.036866054,0.09353478,0.673844885,0.82396947,SEPHS1
ENSG00000196704,1655.548267,0.036607699,0.092387539,0.673846541,0.82396947,AMZ2
ENSG00000248727,91.96270443,0.057231988,0.209569129,0.673858493,0.82396947,LINC01948
ENSG00000286412,3.786171089,-0.025022872,0.265507921,0.673859559,0.82396947,
ENSG00000288825,859.8162684,-0.043247199,0.113585828,0.673845248,0.82396947,H2AC18
ENSG00000196104,11.06684005,0.039730842,0.255242144,0.673957286,0.824034187,SPOCK3
ENSG00000204789,33.27945842,-0.045333786,0.247242269,0.674019385,0.824055339,ZNF204P
ENSG00000112245,3922.176233,0.035731532,0.089618161,0.67416429,0.824122945,PTP4A1
ENSG00000120370,460.7100454,0.043214508,0.112747519,0.674125986,0.824122945,GORAB
ENSG00000074660,96.5641265,-0.056679376,0.183760035,0.674514271,0.824228772,SCARF1
ENSG00000116285,9871.228543,-0.03274015,0.081549899,0.674654148,0.824228772,ERRFI1
ENSG00000117262,743.0418633,-0.041127234,0.106989489,0.674593254,0.824228772,GPR89A
ENSG00000168301,206.7305822,-0.052407684,0.150516354,0.674399012,0.824228772,KCTD6
ENSG00000264278,6.905591487,-0.030505574,0.262371762,0.67461403,0.824228772,ZNF236-DT
ENSG00000268041,16.56647486,0.041722806,0.252986928,0.674394772,0.824228772,ERFL
ENSG00000283765,83.73925767,-0.036254958,0.257794899,0.674336,0.824228772,
ENSG00000287707,13.40035498,-0.042110297,0.251699472,0.674573262,0.824228772,
ENSG00000291221,8.075470175,-0.013740212,0.269365913,0.674598631,0.824228772,
ENSG00000249509,11.96639183,-0.039228655,0.25500596,0.674761745,0.824305475,NEUROG2-AS1
ENSG00000131873,938.7818551,0.038192636,0.097013442,0.674854042,0.824363477,CHSY1
ENSG00000198093,57.79204066,-0.055523419,0.217782365,0.674955322,0.824432445,ZNF649
ENSG00000150672,69.96778399,-0.057125348,0.196482087,0.675193889,0.824614328,DLG2
ENSG00000181392,8.40740852,0.035408031,0.259119719,0.675153137,0.824614328,SYNE4
ENSG00000144362,75.75255565,-0.057066474,0.192505473,0.675409329,0.82470268,PHOSPHO2
ENSG00000178440,229.5588386,0.054433416,0.160097964,0.675445573,0.82470268,TIMM23B-AGAP6
ENSG00000221823,2451.095341,-0.029221832,0.072307349,0.675327456,0.82470268,PPP3R1
ENSG00000262074,38.14783777,-0.054352326,0.223548029,0.675434383,0.82470268,SNORD3B-2
ENSG00000273542,37.86204164,-0.019695108,0.267563227,0.675630527,0.824873749,H4C12
ENSG00000197953,5.998724744,-0.029400666,0.262958534,0.675809087,0.824982237,AADACL2
ENSG00000237424,117.0268247,0.055927481,0.171359502,0.675798101,0.824982237,FOXD2-AS1
ENSG00000262160,129.7740594,0.057594184,0.179236097,0.675854718,0.824983189,
ENSG00000118900,1426.879648,-0.033475776,0.084535625,0.675933911,0.825025107,UBN1
ENSG00000213585,8303.230158,0.03260092,0.065895568,0.676113893,0.825190031,VDAC1
ENSG00000091732,875.9462478,0.037027158,0.093991305,0.676379619,0.825417413,ZC3HC1
ENSG00000121270,5.476326978,0.027838421,0.26413279,0.676617436,0.825417413,ABCC11
ENSG00000149218,637.8644225,0.040676348,0.105593832,0.676458206,0.825417413,ENDOD1
ENSG00000179698,40.05942772,0.051936084,0.233553039,0.676626205,0.825417413,WDR97
ENSG00000196639,816.4976534,0.041687003,0.108826789,0.676524641,0.825417413,HRH1
ENSG00000230699,6.074816673,-0.029662476,0.262776021,0.676546682,0.825417413,
ENSG00000247626,287.5312162,-0.050641629,0.143716214,0.676659192,0.825417413,MARS2
ENSG00000290835,224.0732702,-0.051345039,0.146765976,0.676432126,0.825417413,
ENSG00000134371,2292.678052,-0.02811718,0.070411239,0.676935099,0.825591519,CDC73
ENSG00000154832,1687.865595,0.031832342,0.079954186,0.676973528,0.825591519,CXXC1
ENSG00000205084,263.256952,-0.049413552,0.138359447,0.676981455,0.825591519,TMEM231
ENSG00000270761,16.23939665,-0.044906481,0.247222721,0.676903567,0.825591519,CD2AP-DT
ENSG00000106948,662.9303419,0.044983386,0.120228969,0.677335871,0.825926383,AKNA
ENSG00000261275,4.134111149,-0.026116115,0.264774322,0.677345846,0.825926383,
ENSG00000152291,11344.7552,-0.028521831,0.070469046,0.6774731,0.826026793,TGOLN2
ENSG00000055118,5.291428972,-0.027442005,0.264029244,0.677596498,0.826122488,KCNH2
ENSG00000105220,9071.296118,-0.025475235,0.066437,0.677778605,0.826242338,GPI
ENSG00000170289,27.23025498,0.05122699,0.235256838,0.677784638,0.826242338,CNGB3
ENSG00000038945,67.7827824,0.056885783,0.205238218,0.677830284,0.826243223,MSR1
ENSG00000223843,24.21955942,0.052773112,0.237752592,0.678032485,0.82638017,EFCAB6-AS1
ENSG00000251138,3.876975707,-0.022781548,0.266314563,0.678029782,0.82638017,LINC02882
ENSG00000198242,6970.091775,-0.031571041,0.079549597,0.678242152,0.826580941,RPL23A
ENSG00000138161,32.79482884,-0.046080137,0.244640924,0.678440099,0.826594394,CUZD1
ENSG00000228998,19.58786962,0.045912367,0.246144664,0.678451905,0.826594394,
ENSG00000236017,20.47834822,0.044471481,0.248398214,0.678441015,0.826594394,ASMTL-AS1
ENSG00000258985,3.480209098,-0.019537388,0.26760981,0.678438437,0.826594394,
ENSG00000277511,4.915640178,-0.027785675,0.263750321,0.678477882,0.826594394,
ENSG00000287553,24.51631736,-0.049114896,0.238476941,0.678571937,0.826654229,
ENSG00000196268,234.650099,0.052187045,0.151086383,0.678735282,0.826688966,ZNF493
ENSG00000258610,5.211833431,0.027273992,0.264285537,0.678710907,0.826688966,
ENSG00000274847,31.12451944,-0.051366811,0.232352024,0.678686369,0.826688966,MAFIP
ENSG00000109743,12.09159708,0.038692984,0.25549224,0.678936445,0.826769744,BST1
ENSG00000117425,39.61469313,-0.0537421,0.223309836,0.678932858,0.826769744,PTCH2
ENSG00000196937,1760.451342,-0.039879904,0.10489555,0.678932626,0.826769744,FAM3C
ENSG00000245498,43.43586675,0.055535845,0.216124982,0.679112417,0.826900709,MSANTD2-AS1
ENSG00000285458,33.36703022,-0.051291465,0.232248223,0.679133903,0.826900709,
ENSG00000198901,6891.994527,0.025692335,0.063815001,0.679225682,0.826957717,PRC1
ENSG00000077044,1811.269709,0.035684116,0.091309358,0.679271818,0.826959151,DGKD
ENSG00000158163,283.7152533,0.04819517,0.133700265,0.679448394,0.827064639,DZIP1L
ENSG00000288911,15.3118114,-0.042116477,0.250666284,0.679416076,0.827064639,
ENSG00000085832,1915.260664,-0.029452921,0.074702412,0.679908068,0.827147633,EPS15
ENSG00000135898,11.48001268,-0.038882828,0.254601414,0.679837127,0.827147633,GPR55
ENSG00000139890,6.16823186,-0.026785542,0.264277713,0.679748317,0.827147633,REM2
ENSG00000155093,49.05997437,0.054357319,0.222617766,0.67970138,0.827147633,PTPRN2
ENSG00000172780,334.9423298,-0.052248642,0.22806043,0.679773612,0.827147633,RAB43
ENSG00000224609,37.56993902,-0.053257665,0.224738371,0.679817484,0.827147633,FGGY-DT
ENSG00000231274,8.362569942,-0.031183325,0.261511079,0.679669851,0.827147633,SBK3
ENSG00000236824,5.533121728,0.029138309,0.263113869,0.67992129,0.827147633,BCYRN1
ENSG00000267532,12.46688782,0.041610064,0.252018433,0.679905521,0.827147633,MIR497HG
ENSG00000145819,503.5345397,0.04514031,0.121958044,0.680003833,0.82719334,ARHGAP26
ENSG00000270127,5.672223252,-0.028660187,0.26311492,0.680116123,0.827275226,
ENSG00000230224,6.331525835,-0.030677312,0.26182389,0.68029726,0.827440839,PHB1P9
ENSG00000186918,734.0456764,0.042256832,0.112582662,0.680691258,0.827776069,ZNF395
ENSG00000226964,14.80830357,-0.043129919,0.248985086,0.680621697,0.827776069,RHEBP2
ENSG00000291268,11.72820312,0.038511643,0.255406223,0.680707884,0.827776069,
ENSG00000150281,30.78795106,0.049806329,0.237237342,0.680849141,0.827893111,CTF1
ENSG00000099785,345.2787348,0.04668783,0.128324432,0.681276261,0.827945989,MARCHF2
ENSG00000120925,220.6134772,0.050303663,0.143880476,0.681076015,0.827945989,RNF170
ENSG00000163795,71.21167314,0.055594749,0.212651486,0.681342744,0.827945989,ZNF513
ENSG00000187642,6.973692742,0.027329692,0.264137869,0.681302819,0.827945989,PERM1
ENSG00000228451,34.32043986,-0.048160696,0.239572493,0.681295207,0.827945989,SDAD1P1
ENSG00000254929,70.16419938,0.056289312,0.205588445,0.681037119,0.827945989,
ENSG00000258539,8.612775254,0.030291746,0.262338523,0.681240868,0.827945989,
ENSG00000260782,4.141470197,0.023843604,0.265893724,0.681327408,0.827945989,
ENSG00000267940,4.431609393,0.022865954,0.266367611,0.681113056,0.827945989,
ENSG00000275894,11.11875854,-0.038686073,0.25462968,0.681056132,0.827945989,
ENSG00000088833,2222.473106,0.029017288,0.072993539,0.681487917,0.827958305,NSFL1C
ENSG00000103152,864.4312935,0.035200705,0.092570217,0.681459081,0.827958305,MPG
ENSG00000279175,5.999228239,0.027653541,0.263918708,0.681401946,0.827958305,
ENSG00000180884,118.8392677,0.055400903,0.176016122,0.681669122,0.828069068,ZNF792
ENSG00000265354,2597.920031,0.034796845,0.089632959,0.681646526,0.828069068,TIMM23
ENSG00000213390,947.1324993,-0.035453234,0.092595632,0.682236655,0.828703759,ARHGAP19
ENSG00000287705,6.747958672,0.031327985,0.261491587,0.682609817,0.829102283,
ENSG00000103356,504.3958358,0.042230971,0.113112274,0.682896257,0.829395428,EARS2
ENSG00000166478,634.2049441,-0.039085716,0.1026458,0.683051111,0.829473964,ZNF143
ENSG00000206418,1370.649216,-0.031004747,0.079650824,0.683033146,0.829473964,RAB12
ENSG00000127989,309.1196139,-0.045005324,0.124613616,0.683212159,0.829505245,MTERF1
ENSG00000144395,615.0455728,0.039914721,0.10319218,0.683128872,0.829505245,CCDC150
ENSG00000146243,148.5884453,-0.05408696,0.170676806,0.683196602,0.829505245,IRAK1BP1
ENSG00000231711,19.70710161,-0.04472541,0.245612038,0.683335715,0.829600498,LINC00899
ENSG00000286215,4.105410736,-0.02554912,0.264732331,0.683478264,0.829718795,
ENSG00000104866,597.7352002,0.040112515,0.106812104,0.683768468,0.829906777,PPP1R37
ENSG00000261360,13.40194444,-0.038561708,0.254196264,0.683712906,0.829906777,OTULIN-DT
ENSG00000272702,4.905807141,-0.026714932,0.264055522,0.683752329,0.829906777,
ENSG00000243232,93.61126913,-0.055456123,0.19225955,0.683818994,0.829913339,PCDHAC2
ENSG00000133138,527.6705968,-0.045361613,0.124803302,0.684114542,0.830014491,TBC1D8B
ENSG00000136717,2503.026492,0.028197494,0.072063526,0.684104743,0.830014491,BIN1
ENSG00000141543,2077.056825,0.034163799,0.088531991,0.68412796,0.830014491,EIF4A3
ENSG00000171720,2465.927318,0.027366534,0.069714882,0.684011451,0.830014491,HDAC3
ENSG00000290581,9.853010097,0.037033751,0.25640161,0.68406721,0.830014491,
ENSG00000176595,279.5981672,-0.047375497,0.134758808,0.684379955,0.830220346,KBTBD11
ENSG00000198015,1090.406428,-0.033243787,0.086564793,0.684387904,0.830220346,MRPL42
ENSG00000104679,501.1213056,-0.040341268,0.108835413,0.684733703,0.830316722,R3HCC1
